"LONG BEACH DAUGHERTY AIRPORT, CA US (USW00023129)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
11/14/1967,70,81,59,0,0,0
11/15/1967,72,81,63,0,0,0
11/16/1967,69,76,62,0,0,0
11/17/1967,68,79,57,0,0,0
11/18/1967,66,76,55,0.01,0,0
11/19/1967,67,70,63,0.87,0,0
11/20/1967,66,71,61,1.41,0,0
11/21/1967,63,67,59,1.83,0,0
11/22/1967,62,69,55,0,0,0
11/23/1967,62,68,55,0,0,0
11/24/1967,65,77,53,0,0,0
11/25/1967,65,79,51,0,0,0
11/26/1967,67,77,56,0,0,0
11/27/1967,61,72,50,0,0,0
11/28/1967,59,64,53,0.05,0,0
11/29/1967,54,65,42,0,0,0
11/30/1967,57,61,52,0.44,0,0
12/1/1967,53,62,43,0,0,0
12/2/1967,58,71,45,0,0,0
12/3/1967,56,67,44,0,0,0
12/4/1967,54,64,44,0,0,0
12/5/1967,58,65,51,0.01,0,0
12/6/1967,60,67,52,0,0,0
12/7/1967,57,64,49,0.15,0,0
12/8/1967,60,67,52,0,0,0
12/9/1967,58,68,47,0,0,0
12/10/1967,56,67,44,0,0,0
12/11/1967,54,67,40,0,0,0
12/12/1967,55,62,47,0,0,0
12/13/1967,44,50,37,0,0,0
12/14/1967,43,52,33,0,0,0
12/15/1967,51,60,41,0,0,0
12/16/1967,53,60,46,0,0,0
12/17/1967,51,60,42,0,0,0
12/18/1967,52,56,48,0.5,0,0
12/19/1967,50,56,43,0.4,0,0
12/20/1967,46,55,37,0,0,0
12/21/1967,49,60,37,0,0,0
12/22/1967,56,72,40,0,0,0
12/23/1967,65,80,49,0,0,0
12/24/1967,63,79,46,0,0,0
12/25/1967,62,77,47,0,0,0
12/26/1967,61,74,47,0,0,0
12/27/1967,63,76,49,0,0,0
12/28/1967,53,56,50,0,0,0
12/29/1967,57,64,50,0,0,0
12/30/1967,52,63,41,0,0,0
12/31/1967,53,67,39,0,0,0
1/1/1968,51,61,41,0,0,0
1/2/1968,58,61,54,0,0,0
1/3/1968,61,74,48,0,0,0
1/4/1968,54,66,42,0,0,0
1/5/1968,49,61,36,0,0,0
1/6/1968,53,68,38,0,0,0
1/7/1968,52,66,38,0,0,0
1/8/1968,48,59,37,0,0,0
1/9/1968,54,63,44,0,0,0
1/10/1968,57,61,52,0.03,0,0
1/11/1968,57,62,51,0.11,0,0
1/12/1968,63,75,50,0,0,0
1/13/1968,62,76,47,0,0,0
1/14/1968,59,72,45,0,0,0
1/15/1968,56,66,46,0,0,0
1/16/1968,55,63,47,0,0,0
1/17/1968,55,66,43,0,0,0
1/18/1968,59,76,42,0,0,0
1/19/1968,59,75,42,0,0,0
1/20/1968,61,77,45,0,0,0
1/21/1968,58,72,43,0,0,0
1/22/1968,61,78,43,0,0,0
1/23/1968,65,82,47,0,0,0
1/24/1968,64,81,46,0,0,0
1/25/1968,57,67,46,0,0,0
1/26/1968,55,63,47,0.04,0,0
1/27/1968,52,59,44,0.23,0,0
1/28/1968,47,56,37,0,0,0
1/29/1968,48,59,36,0,0,0
1/30/1968,49,61,36,0,0,0
1/31/1968,54,61,47,0.11,0,0
2/1/1968,57,71,43,0,0,0
2/2/1968,60,70,49,0,0,0
2/3/1968,59,72,45,0,0,0
2/4/1968,65,79,50,0,0,0
2/5/1968,60,71,49,0,0,0
2/6/1968,62,76,47,0,0,0
2/7/1968,58,69,46,0,0,0
2/8/1968,58,67,48,0,0,0
2/9/1968,57,59,55,0.1,0,0
2/10/1968,55,63,47,0,0,0
2/11/1968,54,60,48,0,0,0
2/12/1968,56,63,49,0.06,0,0
2/13/1968,57,62,51,0.2,0,0
2/14/1968,58,65,50,0,0,0
2/15/1968,59,69,48,0,0,0
2/16/1968,59,68,49,0,0,0
2/17/1968,61,66,56,0.02,0,0
2/18/1968,63,71,55,0,0,0
2/19/1968,61,70,52,0,0,0
2/20/1968,60,62,58,0,0,0
2/21/1968,63,68,58,0,0,0
2/22/1968,62,70,54,0,0,0
2/23/1968,66,79,52,0,0,0
2/24/1968,69,84,53,0,0,0
2/25/1968,68,79,56,0,0,0
2/26/1968,62,68,56,0,0,0
2/27/1968,61,63,58,0,0,0
2/28/1968,63,73,53,0,0,0
2/29/1968,67,82,51,0,0,0
3/1/1968,59,65,53,0,0,0
3/2/1968,65,75,54,0,0,0
3/3/1968,66,82,50,0,0,0
3/4/1968,70,88,51,0,0,0
3/5/1968,61,72,50,0,0,0
3/6/1968,61,68,53,0,0,0
3/7/1968,55,63,46,1.36,0,0
3/8/1968,61,68,53,0.63,0,0
3/9/1968,59,66,52,0,0,0
3/10/1968,58,72,43,0,0,0
3/11/1968,59,74,43,0,0,0
3/12/1968,58,68,48,0,0,0
3/13/1968,57,64,49,0.14,0,0
3/14/1968,56,67,45,0,0,0
3/15/1968,56,66,46,0,0,0
3/16/1968,57,67,47,0.07,0,0
3/17/1968,57,66,48,0,0,0
3/18/1968,55,67,42,0,0,0
3/19/1968,58,72,44,0,0,0
3/20/1968,59,75,42,0,0,0
3/21/1968,65,81,48,0,0,0
3/22/1968,65,79,50,0,0,0
3/23/1968,60,73,46,0,0,0
3/24/1968,66,81,50,0,0,0
3/25/1968,65,76,53,0,0,0
3/26/1968,63,71,54,0,0,0
3/27/1968,68,83,53,0,0,0
3/28/1968,70,84,56,0,0,0
3/29/1968,66,75,57,0,0,0
3/30/1968,63,69,56,0,0,0
3/31/1968,63,67,59,0,0,0
4/1/1968,60,66,53,0.38,0,0
4/2/1968,61,69,53,0,0,0
4/3/1968,59,69,49,0,0,0
4/4/1968,64,77,50,0,0,0
4/5/1968,61,68,53,0,0,0
4/6/1968,60,71,49,0,0,0
4/7/1968,62,74,49,0,0,0
4/8/1968,70,89,51,0,0,0
4/9/1968,73,91,55,0,0,0
4/10/1968,75,95,55,0,0,0
4/11/1968,64,72,55,0,0,0
4/12/1968,64,69,59,0,0,0
4/13/1968,63,70,56,0,0,0
4/14/1968,66,77,54,0,0,0
4/15/1968,61,67,55,0,0,0
4/16/1968,62,68,55,0,0,0
4/17/1968,60,67,53,0,0,0
4/18/1968,57,72,42,0,0,0
4/19/1968,59,67,50,0,0,0
4/20/1968,60,67,52,0,0,0
4/21/1968,60,69,51,0,0,0
4/22/1968,62,76,48,0,0,0
4/23/1968,66,84,48,0,0,0
4/24/1968,65,80,50,0,0,0
4/25/1968,68,84,52,0,0,0
4/26/1968,64,70,58,0,0,0
4/27/1968,65,71,58,0,0,0
4/28/1968,67,79,54,0,0,0
4/29/1968,66,77,55,0,0,0
4/30/1968,65,73,57,0,0,0
5/1/1968,63,70,55,0,0,0
5/2/1968,66,71,60,0,0,0
5/3/1968,65,70,60,0,0,0
5/4/1968,65,73,56,0,0,0
5/5/1968,64,69,58,0,0,0
5/6/1968,63,71,55,0,0,0
5/7/1968,63,75,51,0,0,0
5/8/1968,65,72,57,0,0,0
5/9/1968,65,73,56,0,0,0
5/10/1968,63,71,55,0,0,0
5/11/1968,65,72,57,0,0,0
5/12/1968,62,69,55,0,0,0
5/13/1968,61,67,54,0,0,0
5/14/1968,62,75,48,0,0,0
5/15/1968,65,79,51,0,0,0
5/16/1968,66,78,53,0,0,0
5/17/1968,71,85,57,0,0,0
5/18/1968,73,86,59,0,0,0
5/19/1968,74,87,60,0,0,0
5/20/1968,70,80,60,0,0,0
5/21/1968,65,73,56,0,0,0
5/22/1968,63,72,53,0,0,0
5/23/1968,61,72,50,0,0,0
5/24/1968,65,76,53,0,0,0
5/25/1968,68,81,54,0,0,0
5/26/1968,76,93,58,0,0,0
5/27/1968,71,83,59,0,0,0
5/28/1968,70,78,61,0,0,0
5/29/1968,72,80,63,0,0,0
5/30/1968,67,72,62,0,0,0
5/31/1968,68,76,60,0,0,0
6/1/1968,70,79,60,0,0,0
6/2/1968,71,80,61,0,0,0
6/3/1968,68,74,62,0,0,0
6/4/1968,66,73,58,0,0,0
6/5/1968,65,72,58,0,0,0
6/6/1968,64,72,56,0,0,0
6/7/1968,65,71,58,0,0,0
6/8/1968,63,68,58,0,0,0
6/9/1968,67,75,58,0,0,0
6/10/1968,69,83,54,0,0,0
6/11/1968,70,83,56,0,0,0
6/12/1968,67,74,60,0,0,0
6/13/1968,72,82,62,0,0,0
6/14/1968,71,82,59,0,0,0
6/15/1968,69,76,61,0,0,0
6/16/1968,72,83,60,0,0,0
6/17/1968,69,77,60,0,0,0
6/18/1968,69,80,58,0,0,0
6/19/1968,70,82,58,0,0,0
6/20/1968,72,87,57,0,0,0
6/21/1968,72,89,55,0,0,0
6/22/1968,72,83,61,0,0,0
6/23/1968,70,76,64,0,0,0
6/24/1968,69,75,63,0,0,0
6/25/1968,70,75,64,0,0,0
6/26/1968,68,73,62,0,0,0
6/27/1968,69,75,62,0,0,0
6/28/1968,68,73,62,0,0,0
6/29/1968,67,74,60,0,0,0
6/30/1968,67,74,60,0,0,0
7/1/1968,69,78,59,0,0,0
7/2/1968,70,79,60,0,0,0
7/3/1968,70,83,57,0,0,0
7/4/1968,71,82,60,0,0,0
7/5/1968,72,83,61,0,0,0
7/6/1968,69,75,62,0,0,0
7/7/1968,76,87,64,0,0,0
7/8/1968,78,91,65,0,0,0
7/9/1968,79,96,62,0,0,0
7/10/1968,80,98,62,0,0,0
7/11/1968,78,92,64,0,0,0
7/12/1968,78,92,63,0,0,0
7/13/1968,69,76,61,0,0,0
7/14/1968,69,75,63,0,0,0
7/15/1968,71,78,63,0,0,0
7/16/1968,72,82,61,0,0,0
7/17/1968,71,80,62,0,0,0
7/18/1968,76,88,64,0,0,0
7/19/1968,77,90,64,0,0,0
7/20/1968,75,86,64,0,0,0
7/21/1968,76,88,63,0,0,0
7/22/1968,73,83,63,0,0,0
7/23/1968,74,83,64,0,0,0
7/24/1968,73,81,65,0,0,0
7/25/1968,75,85,65,0,0,0
7/26/1968,75,86,64,0,0,0
7/27/1968,75,85,64,0,0,0
7/28/1968,78,88,67,0,0,0
7/29/1968,78,89,67,0,0,0
7/30/1968,75,84,65,0,0,0
7/31/1968,73,82,63,0,0,0
8/1/1968,75,85,65,0,0,0
8/2/1968,73,82,63,0,0,0
8/3/1968,74,83,64,0,0,0
8/4/1968,73,83,63,0,0,0
8/5/1968,74,83,64,0,0,0
8/6/1968,75,85,65,0,0,0
8/7/1968,76,86,65,0,0,0
8/8/1968,74,84,64,0,0,0
8/9/1968,75,89,61,0,0,0
8/10/1968,75,87,62,0,0,0
8/11/1968,73,83,63,0,0,0
8/12/1968,71,79,62,0,0,0
8/13/1968,70,79,61,0,0,0
8/14/1968,70,78,61,0,0,0
8/15/1968,70,80,60,0,0,0
8/16/1968,71,77,64,0,0,0
8/17/1968,70,77,63,0,0,0
8/18/1968,69,78,60,0,0,0
8/19/1968,72,80,63,0,0,0
8/20/1968,75,83,66,0,0,0
8/21/1968,72,81,63,0,0,0
8/22/1968,70,83,57,0,0,0
8/23/1968,80,102,57,0,0,0
8/24/1968,77,91,63,0,0,0
8/25/1968,79,93,64,0,0,0
8/26/1968,79,90,67,0,0,0
8/27/1968,78,92,64,0,0,0
8/28/1968,77,91,63,0,0,0
8/29/1968,73,80,65,0,0,0
8/30/1968,75,85,65,0,0,0
8/31/1968,71,79,63,0,0,0
9/1/1968,71,81,61,0,0,0
9/2/1968,72,78,66,0,0,0
9/3/1968,71,77,64,0,0,0
9/4/1968,71,80,62,0,0,0
9/5/1968,72,84,59,0,0,0
9/6/1968,74,87,61,0,0,0
9/7/1968,79,94,63,0,0,0
9/8/1968,78,91,64,0,0,0
9/9/1968,81,97,64,0,0,0
9/10/1968,76,90,62,0,0,0
9/11/1968,72,84,59,0,0,0
9/12/1968,74,84,63,0,0,0
9/13/1968,68,74,62,0,0,0
9/14/1968,69,75,63,0,0,0
9/15/1968,70,74,66,0,0,0
9/16/1968,73,81,65,0,0,0
9/17/1968,69,79,59,0,0,0
9/18/1968,69,75,63,0,0,0
9/19/1968,67,71,62,0,0,0
9/20/1968,66,73,58,0,0,0
9/21/1968,65,75,55,0,0,0
9/22/1968,72,90,54,0,0,0
9/23/1968,76,95,56,0,0,0
9/24/1968,79,100,58,0,0,0
9/25/1968,79,101,57,0,0,0
9/26/1968,74,88,59,0,0,0
9/27/1968,71,80,62,0,0,0
9/28/1968,68,73,63,0,0,0
9/29/1968,67,73,61,0,0,0
9/30/1968,66,71,61,0,0,0
10/1/1968,66,70,62,0,0,0
10/2/1968,65,75,55,0,0,0
10/3/1968,69,76,62,0,0,0
10/4/1968,66,73,58,0,0,0
10/5/1968,65,74,55,0,0,0
10/6/1968,67,72,61,0,0,0
10/7/1968,66,73,59,0,0,0
10/8/1968,67,75,58,0,0,0
10/9/1968,64,72,55,0,0,0
10/10/1968,66,73,58,0,0,0
10/11/1968,65,73,56,0,0,0
10/12/1968,65,75,55,0,0,0
10/13/1968,64,75,53,0,0,0
10/14/1968,64,69,58,0.08,0,0
10/15/1968,68,80,56,0,0,0
10/16/1968,70,88,51,0,0,0
10/17/1968,72,91,53,0,0,0
10/18/1968,69,84,54,0,0,0
10/19/1968,67,78,55,0,0,0
10/20/1968,66,75,57,0,0,0
10/21/1968,63,72,53,0,0,0
10/22/1968,66,79,52,0,0,0
10/23/1968,67,83,50,0,0,0
10/24/1968,69,91,47,0,0,0
10/25/1968,62,78,45,0,0,0
10/26/1968,68,79,57,0,0,0
10/27/1968,68,80,56,0,0,0
10/28/1968,64,73,55,0,0,0
10/29/1968,62,71,52,0.06,0,0
10/30/1968,64,72,55,0.12,0,0
10/31/1968,61,68,53,0,0,0
11/1/1968,63,72,54,0,0,0
11/2/1968,62,74,49,0,0,0
11/3/1968,62,71,53,0.06,0,0
11/4/1968,63,73,52,0.03,0,0
11/5/1968,60,69,50,0,0,0
11/6/1968,62,75,49,0,0,0
11/7/1968,62,71,52,0,0,0
11/8/1968,69,85,52,0,0,0
11/9/1968,66,80,52,0,0,0
11/10/1968,69,84,53,0,0,0
11/11/1968,66,75,57,0,0,0
11/12/1968,63,68,57,0,0,0
11/13/1968,63,72,53,0,0,0
11/14/1968,58,69,47,0.01,0,0
11/15/1968,54,59,48,0.27,0,0
11/16/1968,62,71,53,0,0,0
11/17/1968,61,71,50,0,0,0
11/18/1968,61,71,51,0,0,0
11/19/1968,64,74,53,0,0,0
11/20/1968,67,84,50,0,0,0
11/21/1968,65,78,51,0,0,0
11/22/1968,59,67,50,0,0,0
11/23/1968,62,70,53,0,0,0
11/24/1968,62,69,55,0,0,0
11/25/1968,57,66,47,0,0,0
11/26/1968,58,69,47,0,0,0
11/27/1968,54,67,41,0,0,0
11/28/1968,58,75,40,0,0,0
11/29/1968,55,72,38,0,0,0
11/30/1968,53,62,44,0,0,0
12/1/1968,51,62,40,0,0,0
12/2/1968,55,67,42,0,0,0
12/3/1968,55,72,38,0,0,0
12/4/1968,62,79,44,0,0,0
12/5/1968,53,66,39,0,0,0
12/6/1968,54,72,36,0,0,0
12/7/1968,57,72,42,0,0,0
12/8/1968,56,68,43,0,0,0
12/9/1968,56,69,43,0,0,0
12/10/1968,56,65,47,0,0,0
12/11/1968,58,67,49,0.2,0,0
12/12/1968,56,72,40,0,0,0
12/13/1968,57,71,43,0,0,0
12/14/1968,53,63,43,0,0,0
12/15/1968,61,67,55,0,0,0
12/16/1968,56,65,46,0.08,0,0
12/17/1968,53,64,42,0,0,0
12/18/1968,52,63,40,0,0,0
12/19/1968,51,60,42,0,0,0
12/20/1968,48,55,40,0.09,0,0
12/21/1968,43,55,31,0,0,0
12/22/1968,49,64,34,0,0,0
12/23/1968,56,72,40,0,0,0
12/24/1968,52,61,43,0,0,0
12/25/1968,51,53,48,0.89,0,0
12/26/1968,52,59,45,0.21,0,0
12/27/1968,49,59,39,0,0,0
12/28/1968,51,59,43,0.05,0,0
12/29/1968,55,61,48,0.03,0,0
12/30/1968,58,70,45,0,0,0
12/31/1968,64,79,48,0,0,0
1/1/1969,68,82,54,0,0,0
1/2/1969,63,76,49,0,0,0
1/3/1969,67,87,46,0,0,0
1/4/1969,69,85,52,0,0,0
1/5/1969,69,84,54,0,0,0
1/6/1969,64,77,50,0,0,0
1/7/1969,57,62,51,0,0,0
1/8/1969,55,60,50,0,0,0
1/9/1969,56,63,49,0,0,0
1/10/1969,57,65,48,0,0,0
1/11/1969,56,64,48,0,0,0
1/12/1969,56,65,47,0,0,0
1/13/1969,58,61,54,0.74,0,0
1/14/1969,59,63,55,0.45,0,0
1/15/1969,59,65,53,0,0,0
1/16/1969,57,64,49,0,0,0
1/17/1969,54,61,47,0,0,0
1/18/1969,53,60,45,0.67,0,0
1/19/1969,56,60,52,1.39,0,0
1/20/1969,57,60,53,2.2,0,0
1/21/1969,61,64,57,0.93,0,0
1/22/1969,59,64,54,0.43,0,0
1/23/1969,56,62,49,0.17,0,0
1/24/1969,56,60,52,1.78,0,0
1/25/1969,61,63,59,1.91,0,0
1/26/1969,57,61,52,0.34,0,0
1/27/1969,51,59,43,0,0,0
1/28/1969,49,54,44,0.23,0,0
1/29/1969,45,55,35,0,0,0
1/30/1969,46,58,34,0,0,0
1/31/1969,51,62,39,0,0,0
2/1/1969,49,61,37,0,0,0
2/2/1969,54,66,42,0,0,0
2/3/1969,58,74,42,0,0,0
2/4/1969,55,65,44,0,0,0
2/5/1969,57,62,52,0.18,0,0
2/6/1969,54,60,47,0.87,0,0
2/7/1969,51,60,42,0,0,0
2/8/1969,54,65,42,0,0,0
2/9/1969,54,65,42,0,0,0
2/10/1969,55,66,43,0,0,0
2/11/1969,55,61,48,0,0,0
2/12/1969,56,62,49,0.03,0,0
2/13/1969,56,67,45,0,0,0
2/14/1969,58,66,50,0,0,0
2/15/1969,58,62,53,0.36,0,0
2/16/1969,55,63,47,0,0,0
2/17/1969,59,70,47,0,0,0
2/18/1969,54,57,50,0.48,0,0
2/19/1969,52,57,47,0.14,0,0
2/20/1969,49,58,40,0,0,0
2/21/1969,51,58,43,0.68,0,0
2/22/1969,48,56,40,0.12,0,0
2/23/1969,51,55,47,1.68,0,0
2/24/1969,55,60,50,0.38,0,0
2/25/1969,55,58,51,1.08,0,0
2/26/1969,52,60,44,0.01,0,0
2/27/1969,53,64,42,0,0,0
2/28/1969,51,61,41,0.06,0,0
3/1/1969,54,62,45,0.01,0,0
3/2/1969,53,65,41,0,0,0
3/3/1969,56,63,48,0,0,0
3/4/1969,56,64,47,0,0,0
3/5/1969,53,66,40,0,0,0
3/6/1969,56,63,49,0,0,0
3/7/1969,53,62,43,0,0,0
3/8/1969,52,60,43,0,0,0
3/9/1969,52,60,44,0.03,0,0
3/10/1969,50,57,43,0.04,0,0
3/11/1969,49,59,38,0,0,0
3/12/1969,51,60,41,0,0,0
3/13/1969,50,57,43,0.24,0,0
3/14/1969,51,64,37,0,0,0
3/15/1969,56,70,41,0,0,0
3/16/1969,54,67,41,0,0,0
3/17/1969,54,64,44,0,0,0
3/18/1969,58,66,49,0,0,0
3/19/1969,62,70,54,0,0,0
3/20/1969,58,63,53,0,0,0
3/21/1969,55,62,48,0.34,0,0
3/22/1969,54,64,43,0,0,0
3/23/1969,55,64,46,0,0,0
3/24/1969,61,79,43,0,0,0
3/25/1969,64,81,47,0,0,0
3/26/1969,66,84,48,0,0,0
3/27/1969,67,85,49,0,0,0
3/28/1969,60,69,51,0,0,0
3/29/1969,64,74,53,0,0,0
3/30/1969,61,72,50,0,0,0
3/31/1969,63,71,55,0,0,0
4/1/1969,62,69,54,0,0,0
4/2/1969,62,67,56,0.25,0,0
4/3/1969,56,62,50,0.05,0,0
4/4/1969,56,68,44,0,0,0
4/5/1969,58,66,49,0.15,0,0
4/6/1969,53,62,44,0,0,0
4/7/1969,57,69,44,0,0,0
4/8/1969,56,65,46,0,0,0
4/9/1969,59,65,52,0.01,0,0
4/10/1969,59,64,54,0.02,0,0
4/11/1969,59,66,52,0,0,0
4/12/1969,61,65,57,0,0,0
4/13/1969,59,68,50,0,0,0
4/14/1969,58,67,48,0,0,0
4/15/1969,59,70,48,0,0,0
4/16/1969,63,77,49,0,0,0
4/17/1969,63,75,50,0,0,0
4/18/1969,60,68,52,0,0,0
4/19/1969,62,75,49,0,0,0
4/20/1969,65,79,51,0,0,0
4/21/1969,61,68,53,0,0,0
4/22/1969,63,67,58,0,0,0
4/23/1969,62,69,55,0,0,0
4/24/1969,59,69,49,0,0,0
4/25/1969,63,77,49,0,0,0
4/26/1969,67,83,50,0,0,0
4/27/1969,69,84,53,0,0,0
4/28/1969,69,85,52,0,0,0
4/29/1969,61,71,51,0,0,0
4/30/1969,63,68,58,0,0,0
5/1/1969,63,69,57,0,0,0
5/2/1969,62,69,54,0,0,0
5/3/1969,60,66,53,0,0,0
5/4/1969,57,65,49,0.02,0,0
5/5/1969,59,68,50,0,0,0
5/6/1969,60,65,55,0.01,0,0
5/7/1969,61,70,51,0,0,0
5/8/1969,67,79,54,0,0,0
5/9/1969,70,85,55,0,0,0
5/10/1969,67,77,56,0,0,0
5/11/1969,65,71,58,0,0,0
5/12/1969,65,71,59,0,0,0
5/13/1969,62,70,54,0,0,0
5/14/1969,64,74,53,0,0,0
5/15/1969,62,72,52,0,0,0
5/16/1969,67,77,57,0,0,0
5/17/1969,67,76,58,0,0,0
5/18/1969,66,75,56,0,0,0
5/19/1969,63,71,54,0,0,0
5/20/1969,66,72,60,0,0,0
5/21/1969,66,73,58,0,0,0
5/22/1969,67,73,60,0,0,0
5/23/1969,67,74,59,0,0,0
5/24/1969,66,73,58,0,0,0
5/25/1969,66,75,57,0,0,0
5/26/1969,68,79,57,0,0,0
5/27/1969,66,72,59,0,0,0
5/28/1969,70,81,58,0,0,0
5/29/1969,67,74,60,0,0,0
5/30/1969,65,69,61,0,0,0
5/31/1969,65,70,60,0,0,0
6/1/1969,63,67,59,0,0,0
6/2/1969,65,70,59,0,0,0
6/3/1969,64,72,56,0,0,0
6/4/1969,65,71,59,0,0,0
6/5/1969,64,68,60,0,0,0
6/6/1969,67,74,59,0,0,0
6/7/1969,64,70,58,0,0,0
6/8/1969,67,74,60,0,0,0
6/9/1969,66,74,58,0,0,0
6/10/1969,63,71,55,0,0,0
6/11/1969,66,72,59,0,0,0
6/12/1969,66,72,60,0,0,0
6/13/1969,67,75,58,0,0,0
6/14/1969,66,72,60,0,0,0
6/15/1969,67,71,62,0,0,0
6/16/1969,65,68,61,0,0,0
6/17/1969,68,73,62,0,0,0
6/18/1969,69,78,60,0,0,0
6/19/1969,66,76,56,0,0,0
6/20/1969,68,73,62,0,0,0
6/21/1969,67,73,60,0,0,0
6/22/1969,66,72,60,0,0,0
6/23/1969,66,72,60,0,0,0
6/24/1969,66,69,62,0,0,0
6/25/1969,68,74,61,0,0,0
6/26/1969,70,77,62,0,0,0
6/27/1969,66,73,59,0,0,0
6/28/1969,71,80,61,0,0,0
6/29/1969,73,87,59,0,0,0
6/30/1969,75,92,58,0,0,0
7/1/1969,75,90,59,0,0,0
7/2/1969,75,87,62,0,0,0
7/3/1969,76,87,65,0,0,0
7/4/1969,72,81,63,0,0,0
7/5/1969,69,76,62,0,0,0
7/6/1969,67,73,61,0,0,0
7/7/1969,68,75,61,0,0,0
7/8/1969,71,81,61,0,0,0
7/9/1969,71,82,59,0,0,0
7/10/1969,71,82,60,0,0,0
7/11/1969,69,79,59,0.01,0,0
7/12/1969,75,86,64,0,0,0
7/13/1969,75,86,64,0,0,0
7/14/1969,72,83,61,0,0,0
7/15/1969,74,85,62,0,0,0
7/16/1969,70,76,64,0,0,0
7/17/1969,70,76,64,0,0,0
7/18/1969,77,89,65,0,0,0
7/19/1969,75,85,64,0.04,0,0
7/20/1969,75,85,65,0,0,0
7/21/1969,77,89,64,0,0,0
7/22/1969,76,88,63,0,0,0
7/23/1969,75,85,64,0,0,0
7/24/1969,73,83,63,0,0,0
7/25/1969,72,83,61,0,0,0
7/26/1969,70,77,63,0,0,0
7/27/1969,73,81,65,0,0,0
7/28/1969,73,82,64,0,0,0
7/29/1969,74,83,64,0,0,0
7/30/1969,77,88,66,0,0,0
7/31/1969,80,92,68,0,0,0
8/1/1969,77,85,68,0,0,0
8/2/1969,79,91,66,0,0,0
8/3/1969,75,87,63,0,0,0
8/4/1969,77,89,64,0,0,0
8/5/1969,77,90,64,0,0,0
8/6/1969,76,84,68,0,0,0
8/7/1969,79,94,63,0,0,0
8/8/1969,76,82,69,0,0,0
8/9/1969,79,90,68,0,0,0
8/10/1969,81,94,68,0,0,0
8/11/1969,79,91,66,0,0,0
8/12/1969,76,84,67,0,0,0
8/13/1969,76,85,66,0,0,0
8/14/1969,75,85,65,0,0,0
8/15/1969,76,87,65,0,0,0
8/16/1969,75,83,67,0,0,0
8/17/1969,76,86,66,0,0,0
8/18/1969,72,82,62,0,0,0
8/19/1969,73,85,61,0,0,0
8/20/1969,77,92,62,0,0,0
8/21/1969,78,93,63,0,0,0
8/22/1969,79,96,62,0,0,0
8/23/1969,75,89,61,0,0,0
8/24/1969,76,89,62,0,0,0
8/25/1969,72,81,62,0,0,0
8/26/1969,72,82,62,0,0,0
8/27/1969,72,81,63,0,0,0
8/28/1969,71,78,63,0,0,0
8/29/1969,70,76,64,0,0,0
8/30/1969,71,79,62,0,0,0
8/31/1969,71,79,62,0,0,0
9/1/1969,74,86,62,0,0,0
9/2/1969,77,88,65,0,0,0
9/3/1969,75,88,62,0,0,0
9/4/1969,75,88,61,0,0,0
9/5/1969,73,84,61,0,0,0
9/6/1969,76,87,64,0.02,0,0
9/7/1969,74,82,65,0,0,0
9/8/1969,71,81,60,0,0,0
9/9/1969,72,85,59,0,0,0
9/10/1969,72,86,58,0,0,0
9/11/1969,70,80,59,0,0,0
9/12/1969,67,76,58,0,0,0
9/13/1969,72,82,61,0,0,0
9/14/1969,68,75,61,0,0,0
9/15/1969,70,75,64,0,0,0
9/16/1969,71,79,63,0,0,0
9/17/1969,70,77,62,0,0,0
9/18/1969,70,79,60,0,0,0
9/19/1969,70,78,62,0,0,0
9/20/1969,70,76,63,0,0,0
9/21/1969,68,77,59,0,0,0
9/22/1969,71,79,62,0,0,0
9/23/1969,71,80,61,0,0,0
9/24/1969,70,77,62,0,0,0
9/25/1969,70,77,62,0,0,0
9/26/1969,67,74,60,0,0,0
9/27/1969,70,79,61,0,0,0
9/28/1969,72,83,61,0,0,0
9/29/1969,79,94,63,0,0,0
9/30/1969,74,88,59,0,0,0
10/1/1969,72,80,63,0,0,0
10/2/1969,69,72,65,0,0,0
10/3/1969,68,76,59,0,0,0
10/4/1969,70,85,54,0,0,0
10/5/1969,69,86,51,0,0,0
10/6/1969,71,90,52,0,0,0
10/7/1969,72,93,51,0,0,0
10/8/1969,68,81,54,0,0,0
10/9/1969,67,77,57,0,0,0
10/10/1969,69,80,58,0,0,0
10/11/1969,70,82,57,0,0,0
10/12/1969,65,78,52,0,0,0
10/13/1969,65,78,52,0,0,0
10/14/1969,64,75,53,0,0,0
10/15/1969,63,73,53,0,0,0
10/16/1969,66,78,54,0,0,0
10/17/1969,67,75,59,0,0,0
10/18/1969,64,73,54,0,0,0
10/19/1969,62,73,50,0,0,0
10/20/1969,66,84,47,0,0,0
10/21/1969,64,74,54,0,0,0
10/22/1969,65,72,58,0,0,0
10/23/1969,65,73,57,0,0,0
10/24/1969,63,67,58,0,0,0
10/25/1969,62,71,52,0,0,0
10/26/1969,61,70,51,0,0,0
10/27/1969,62,70,54,0,0,0
10/28/1969,62,69,55,0,0,0
10/29/1969,70,84,55,0,0,0
10/30/1969,70,91,49,0,0,0
10/31/1969,70,89,51,0,0,0
11/1/1969,71,90,52,0,0,0
11/2/1969,71,88,54,0,0,0
11/3/1969,69,81,56,0,0,0
11/4/1969,67,77,57,0,0,0
